"","volatile.acidity","citric.acid","sulphates","alcohol","quality"
"1226",0.46,0.23,0.51,9.4,"5"
"1227",0.58,0.03,0.47,9.2,"5"
"1228",0.58,0.25,0.72,9.6,"5"
"1229",0.42,0,0.73,13.6,"7"
"1230",0.43,0.29,0.64,9.5,"5"
"1231",0.18,0.34,0.78,11.8,"6"
"1232",0.815,0.01,0.62,10.8,"5"
"1233",0.43,0.29,0.64,9.5,"5"
"1234",0.23,0.37,0.49,9.3,"4"
"1235",0.75,0.01,0.4,12.8,"6"
"1236",0.33,0.32,0.56,11.5,"4"
"1237",0.55,0,0.64,9.4,"6"
"1238",0.75,0.01,0.4,12.8,"6"
"1239",0.73,0,0.46,9.6,"4"
"1240",0.67,0,0.56,11.8,"4"
"1241",0.61,0.2,0.4,9.3,"5"
"1242",0.37,0.39,0.59,9.8,"5"
"1243",0.4,0.41,0.6,12.2,"6"
"1244",0.56,0.22,0.62,9.5,"5"
"1245",0.29,0.25,0.54,10.3,"6"
"1246",0.55,0.19,0.68,10.5,"5"
"1247",0.74,0.07,0.48,10,"5"
"1248",0.55,0.19,0.68,10.5,"5"
"1249",0.41,0.33,0.75,11.1,"6"
"1250",0.6,0.01,0.61,10.9,"6"
"1251",0.6,0.01,0.61,10.9,"6"
"1252",0.58,0.14,0.59,9.8,"5"
"1253",0.72,0,0.58,9.8,"5"
"1254",0.66,0,0.58,9.5,"5"
"1255",0.7,0.06,0.69,10.9,"5"
"1256",0.64,0.02,0.45,11,"5"
"1257",0.59,0.22,0.42,9.2,"5"
"1258",0.58,0.28,0.7,11,"6"
"1259",0.64,0,0.63,11.3,"6"
"1260",0.64,0,0.63,11.3,"6"
"1261",0.635,0.68,1.15,9.3,"5"
"1262",1.02,0,0.55,11.2,"4"
"1263",0.45,0.38,0.58,9.8,"5"
"1264",0.78,0,0.46,9.6,"4"
"1265",0.37,0.32,0.72,11.8,"6"
"1266",0.57,0.05,0.6,10.3,"6"
"1267",0.57,0.05,0.6,10.3,"6"
"1268",0.43,0.5,0.87,11.4,"6"
"1269",0.41,0.31,0.55,9.5,"6"
"1270",0.49,0.03,0.82,14,"8"
"1271",0.38,0.01,0.75,14,"6"
"1272",0.44,0.2,0.57,11.7,"6"
"1273",0.46,0,0.53,11.2,"5"
"1274",0.58,0.2,0.43,9.3,"5"
"1275",0.58,0.13,0.53,11.2,"6"
"1276",0.715,0.22,0.54,9.5,"6"
"1277",0.4,0.4,0.56,12,"4"
"1278",0.69,0,0.6,9.7,"6"
"1279",0.715,0.22,0.54,9.5,"6"
"1280",0.3,0.39,0.57,11.5,"7"
"1281",0.46,0.2,0.64,10.4,"6"
"1282",0.46,0.2,0.64,10.4,"6"
"1283",0.765,0,0.68,10.9,"6"
"1284",0.63,0.28,0.63,10.2,"6"
"1285",0.42,0.19,0.56,10.9,"5"
"1286",0.37,0.5,0.57,10.5,"5"
"1287",0.16,0.44,0.54,12.4,"6"
"1288",0.6,0.08,0.37,13,"5"
"1289",0.6,0.3,1.17,10.2,"5"
"1290",0.6,0.3,1.17,10.2,"5"
"1291",0.74,0,0.59,11,"5"
"1292",0.635,0.1,0.75,10.9,"6"
"1293",0.395,0.13,0.67,12.4,"6"
"1294",0.755,0,0.49,9.7,"4"
"1295",0.635,0.1,0.75,10.9,"6"
"1296",0.63,0,0.45,9.5,"5"
"1297",0.63,0,0.45,9.5,"5"
"1298",0.53,0.14,0.61,12.1,"6"
"1299",0.6,0,0.56,12.2,"6"
"1300",1.58,0,0.4,10.9,"3"
"1301",0.645,0,0.61,12.5,"6"
"1302",0.86,0.07,0.74,11.7,"6"
"1303",0.37,0.32,0.8,11.2,"6"
"1304",0.28,0.44,0.66,11.2,"5"
"1305",0.79,0.21,0.44,9.2,"5"
"1306",0.61,0.26,0.53,9.8,"5"
"1307",0.69,0.32,0.62,10.1,"5"
"1308",0.68,0.09,0.52,11.1,"4"
"1309",0.69,0.32,0.62,10.1,"5"
"1310",0.62,0.1,0.61,9.2,"5"
"1311",0.61,0.26,0.53,9.8,"5"
"1312",0.51,0.15,0.59,12.8,"6"
"1313",1.18,0.21,0.47,10.5,"5"
"1314",0.36,0.21,0.54,10.1,"6"
"1315",0.36,0.21,0.53,10.1,"6"
"1316",0.63,0.27,0.58,9.8,"6"
"1317",0.74,0,0.59,12.5,"6"
"1318",0.44,0.46,0.69,11.9,"6"
"1319",0.63,0.27,0.58,9.8,"6"
"1320",0.76,0.68,1.33,9.1,"6"
"1321",0.66,0.34,0.66,10.1,"5"
"1322",0.74,0,0.59,12.5,"6"
"1323",0.34,0.42,0.55,11.4,"5"
"1324",0.36,0.39,0.82,11,"7"
"1325",0.46,0.24,0.6,10.6,"6"
"1326",0.46,0.24,0.6,10.6,"6"
"1327",0.46,0.24,0.6,10.6,"6"
"1328",0.46,0.24,0.6,10.6,"6"
"1329",0.52,0.11,0.52,9.3,"5"
"1330",0.6,0.26,0.56,9.8,"6"
"1331",0.6,0.26,0.56,9.8,"6"
"1332",0.87,0.26,0.46,9.2,"5"
"1333",0.39,0.1,0.43,9.7,"6"
"1334",0.775,0.22,0.51,9.6,"5"
"1335",0.835,0,0.52,10,"5"
"1336",0.58,0.02,0.66,12.6,"6"
"1337",0.5,0,0.45,9.5,"5"
"1338",0.5,0,0.45,9.5,"5"
"1339",0.5,0,0.45,9.5,"5"
"1340",0.51,0.02,0.54,10.5,"6"
"1341",0.51,0.02,0.54,10.5,"6"
"1342",0.51,0.02,0.54,10.5,"6"
"1343",0.54,0.02,0.51,10.4,"6"
"1344",0.51,0.02,0.54,10.5,"6"
"1345",0.42,0.48,0.53,11,"5"
"1346",0.44,0.24,0.53,10.2,"6"
"1347",0.59,0.01,0.56,11.4,"5"
"1348",0.655,0.03,0.39,9.5,"5"
"1349",0.655,0.03,0.39,9.5,"5"
"1350",0.57,0,0.52,10.8,"5"
"1351",0.6,0.29,0.57,10,"5"
"1352",0.62,0.01,0.51,11.8,"6"
"1353",0.645,0.03,0.46,10.3,"5"
"1354",0.645,0.03,0.46,10.3,"5"
"1355",0.58,0.03,0.52,10,"5"
"1356",0.32,0.25,0.44,10.1,"5"
"1357",0.34,0.25,0.44,10.1,"5"
"1358",0.43,0.24,0.59,11.1,"6"
"1359",0.64,0.17,0.5,9.5,"5"
"1360",0.475,0.4,0.65,10.0333333333333,"6"
"1361",0.54,0.31,0.56,10.9,"5"
"1362",0.85,0.14,0.54,10.1,"5"
"1363",0.475,0.4,0.65,10.0333333333333,"6"
"1364",0.83,0.27,0.48,9.8,"4"
"1365",0.605,0.02,0.53,11.8,"6"
"1366",0.5,0.09,0.62,9.5,"5"
"1367",0.74,0.08,0.5,9.8,"5"
"1368",0.54,0.3,1.18,10.5,"6"
"1369",0.77,0.32,0.5,9.8,"6"
"1370",0.61,0,0.37,10.4,"4"
"1371",0.78,0.51,1.17,9.2,"5"
"1372",0.58,0.56,1.03,11.6,"6"
"1373",0.78,0.51,1.17,9.2,"5"
"1374",0.75,0.27,0.45,9.3,"5"
"1375",0.815,0,0.51,9.8,"3"
"1376",0.56,0.26,0.52,9.9,"5"
"1377",0.885,0.2,0.46,10,"5"
"1378",0.49,0.26,0.62,12.2,"6"
"1379",0.45,0.15,0.51,9.9,"6"
"1380",0.57,0.02,0.62,10.8,"6"
"1381",0.57,0.02,0.62,10.8,"6"
"1382",0.83,0.09,0.45,9.6,"5"
"1383",0.6,0.22,0.49,9.9,"5"
"1384",0.6,0.22,0.49,9.9,"5"
"1385",0.755,0.15,0.5,9.5,"5"
"1386",0.81,0.25,0.42,9.2,"5"
"1387",0.64,0.07,0.58,9.6,"5"
"1388",0.64,0.07,0.58,9.6,"5"
"1389",0.64,0.31,0.68,10.3,"5"
"1390",0.48,0.02,0.53,9.7,"5"
"1391",0.49,0,0.59,12.5,"6"
"1392",0.64,0.22,0.58,11,"5"
"1393",0.62,0.06,0.48,9.8,"5"
"1394",0.52,0.25,0.48,10.2,"5"
"1395",0.57,0.14,0.48,9.2,"5"
"1396",0.685,0.1,0.65,9.55,"6"
"1397",0.675,0.1,0.65,9.55,"5"
"1398",0.59,0.26,0.52,9.9,"5"
"1399",0.6,0.12,0.62,10.2,"7"
"1400",0.67,0,0.72,11.1,"6"
"1401",0.69,0.21,0.51,9.9,"5"
"1402",0.69,0.21,0.51,9.9,"5"
"1403",0.3,0.42,0.82,11.9,"6"
"1404",0.33,0.33,1.1,10,"8"
"1405",0.5,0.39,0.62,10.7,"6"
"1406",0.28,0.3,0.9,11.3,"7"
"1407",0.24,0.34,0.94,10.9,"6"
"1408",0.51,0,0.93,10.7,"6"
"1409",0.29,0.36,1.01,12.4,"7"
"1410",0.51,0,0.93,10.7,"6"
"1411",0.96,0,0.44,11.9,"6"
"1412",0.47,0.4,0.73,10.6,"6"
"1413",0.24,0.34,0.94,10.9,"6"
"1414",0.57,0.25,0.9,10.1,"5"
"1415",0.32,0.59,0.78,9.6,"5"
"1416",0.58,0,0.84,9.4,"5"
"1417",0.32,0.59,0.78,9.6,"5"
"1418",0.34,0.33,0.77,12.1,"7"
"1419",0.53,0.01,0.46,9.8,"5"
"1420",0.64,0.21,0.45,9.9,"5"
"1421",0.53,0.01,0.46,9.8,"5"
"1422",0.4,0.18,0.58,9.4,"5"
"1423",0.54,0,0.84,11.4,"6"
"1424",0.53,0.09,0.67,11,"4"
"1425",0.26,0.37,0.7,9.6,"6"
"1426",0.26,0.37,0.7,9.6,"6"
"1427",0.23,0.37,0.71,12.1,"6"
"1428",0.41,0.33,0.58,11.2,"5"
"1429",0.64,0,0.63,11,"5"
"1430",0.18,0.4,0.93,11.3,"5"
"1431",0.41,0.24,0.62,10.4,"5"
"1432",0.43,0.31,0.54,9.9,"6"
"1433",0.44,0,0.85,11.7,"6"
"1434",0.4,0.16,0.74,10.1,"7"
"1435",0.54,0.37,0.77,9,"6"
"1436",0.54,0.37,0.77,9,"6"
"1437",0.38,0.38,0.65,8.5,"5"
"1438",0.915,0.29,0.54,11.1,"5"
"1439",0.59,0,0.47,10.3,"5"
"1440",0.67,0.02,0.68,11.0666666666667,"6"
"1441",0.37,0.32,0.73,11.3,"7"
"1442",0.785,0.19,0.52,9.56666666666667,"6"
"1443",0.63,0.02,0.75,9.8,"5"
"1444",0.58,0.2,0.49,11.7,"5"
"1445",0.67,0.02,0.68,11.1,"6"
"1446",0.785,0.19,0.52,9.6,"6"
"1447",0.63,0.02,0.75,9.8,"5"
"1448",0.67,0,0.74,9.7,"5"
"1449",0.58,0.01,0.73,9.7,"5"
"1450",0.38,0.31,0.76,11.3,"8"
"1451",0.37,0.32,0.73,11.3,"7"
"1452",0.32,0.44,0.78,11,"7"
"1453",0.58,0.02,0.76,11.6,"7"
"1454",0.49,0.33,0.58,9,"5"
"1455",0.45,0.63,0.69,10.9,"6"
"1456",0.9,0,0.63,10.9,"6"
"1457",0.54,0.06,0.5,10.55,"6"
"1458",0.49,0.33,0.58,9,"5"
"1459",0.29,0.4,0.6,10.5,"5"
"1460",0.2,0.35,0.8,11.9,"7"
"1461",0.42,0.09,0.68,10.4,"6"
"1462",0.785,0,0.61,10,"4"
"1463",0.64,0.03,0.58,10.4,"6"
"1464",0.63,0.01,0.53,10.8,"6"
"1465",0.59,0.1,0.67,9.7,"5"
"1466",0.59,0.1,0.67,9.7,"5"
"1467",0.48,0.32,0.65,10,"7"
"1468",1.04,0.08,0.57,11,"4"
"1469",0.48,0.32,0.65,10,"7"
"1470",0.98,0.05,0.55,9.7,"3"
"1471",0.69,0.11,0.47,9.7,"5"
"1472",0.7,0.08,0.52,12.6,"5"
"1473",0.35,0.6,0.79,11.1,"6"
"1474",0.6,0.08,0.54,11,"5"
"1475",0.5,0.5,0.75,8.8,"5"
"1476",0.47,0.11,0.88,13.5666666666667,"7"
"1477",0.5,0.5,0.75,8.8,"5"
"1478",0.47,0.11,0.88,13.6,"7"
"1479",0.875,0.05,0.52,10.2,"3"
"1480",0.28,0.6,0.68,10.6,"5"
"1481",0.62,0.03,0.62,10.1,"4"
"1482",0.28,0.6,0.68,10.6,"5"
"1483",0.58,0.54,0.57,10.3,"4"
"1484",0.33,0.44,0.61,10.7,"5"
"1485",0.91,0.06,0.64,10.9,"4"
"1486",0.655,0.16,0.55,9.7,"5"
"1487",0.68,0.21,0.6,10.3,"5"
"1488",0.64,0.05,0.78,10.6,"5"
"1489",0.54,0.04,0.58,11.4,"5"
"1490",0.57,0.1,0.76,10.8,"6"
"1491",0.22,0.49,0.56,12.4,"6"
"1492",0.54,0.04,0.58,11.4,"5"
"1493",0.65,0.06,0.54,11.95,"5"
"1494",0.54,0.26,0.59,9.7,"5"
"1495",0.31,0.09,0.7,10,"7"
"1496",0.43,0.02,0.81,10.6,"6"
"1497",0.54,0.26,0.59,9.7,"5"
"1498",0.74,0.03,0.63,11.5,"6"
"1499",0.895,0.04,0.58,10.8,"6"
"1500",0.74,0.03,0.63,11.5,"6"
"1501",0.725,0.04,0.53,9.6,"5"
"1502",0.82,0.29,0.53,9.4,"5"
"1503",0.585,0.18,0.54,9.8,"5"
"1504",0.44,0.39,0.69,11,"6"
"1505",0.38,0.57,0.55,11.4,"6"
"1506",0.76,0.02,0.63,9.95,"3"
"1507",0.81,0.05,0.66,10.8,"6"
"1508",0.38,0.57,0.55,11.4,"6"
"1509",0.27,0.6,0.72,10.6,"6"
"1510",0.18,0.4,0.7,11.1,"5"
"1511",0.36,0.21,0.77,9.7,"6"
"1512",0.69,0.04,0.67,9.8,"5"
"1513",0.79,0.04,0.65,10.4,"6"
"1514",0.56,0.15,0.6,10.5,"6"
"1515",0.84,0.21,0.72,9.23333333333333,"6"
"1516",0.84,0.21,0.72,9.25,"6"
"1517",0.32,0.25,0.97,10.6,"5"
"1518",0.53,0.06,0.83,10.3,"6"
"1519",0.47,0.46,0.63,10.5,"5"
"1520",0.7,0.08,0.58,10.2,"5"
"1521",0.53,0.06,0.83,10.3,"6"
"1522",0.48,0.2,0.43,9.05,"4"
"1523",0.32,0.25,0.97,10.6,"5"
"1524",0.48,0.25,0.6,10.4,"5"
"1525",0.42,0.19,0.78,10,"6"
"1526",0.48,0.08,0.64,9.7,"5"
"1527",0.47,0.08,0.65,9.6,"6"
"1528",0.53,0.07,0.66,10.8,"6"
"1529",0.29,0.49,0.67,10.1,"6"
"1530",0.69,0.08,0.6,10.2,"6"
"1531",0.44,0.09,0.69,11.3,"6"
"1532",0.705,0.1,0.66,10.2,"5"
"1533",0.53,0.13,0.68,9.9,"6"
"1534",0.39,0.3,0.61,9,"5"
"1535",0.56,0.14,0.62,11.7,"7"
"1536",0.55,0.13,0.59,9.7,"6"
"1537",0.53,0.08,0.68,10.3,"6"
"1538",0.58,0.08,0.64,10.2,"6"
"1539",0.64,0.09,0.63,12,"5"
"1540",0.39,0.32,0.78,9.9,"5"
"1541",0.52,0.08,0.63,11.6,"6"
"1542",0.25,0.29,0.76,10.9,"7"
"1543",0.855,0.02,0.56,10.75,"6"
"1544",0.44,0.42,0.57,10.4,"6"
"1545",0.37,0.43,0.81,11.2,"7"
"1546",0.63,0.33,0.64,10.1,"6"
"1547",0.57,0.02,0.61,10.2,"5"
"1548",0.6,0.1,0.51,12.1,"5"
"1549",0.4,0.5,0.58,10.4,"5"
"1550",0.36,0.3,0.7,11.4,"8"
"1551",0.68,0,0.53,9.5,"5"
"1552",0.67,0,0.54,9.4,"5"
"1553",0.68,0.01,0.66,11.3,"6"
"1554",0.735,0,0.6,9.4,"5"
"1555",0.855,0.02,0.6,11,"6"
"1556",0.56,0.17,0.68,10.55,"7"
"1557",0.88,0.04,0.56,9.9,"5"
"1558",0.855,0.02,0.6,11,"6"
"1559",0.63,0.33,0.56,9.5,"5"
"1560",0.6,0.26,0.52,9.9,"5"
"1561",0.6,0.26,0.52,9.9,"5"
"1562",0.6,0.26,0.52,9.9,"5"
"1563",0.695,0.13,0.54,10.1,"5"
"1564",0.695,0.13,0.54,10.1,"5"
"1565",0.695,0.13,0.54,10.1,"5"
"1566",0.67,0.02,0.82,10.9,"6"
"1567",0.16,0.64,0.71,11.2,"6"
"1568",0.695,0.13,0.54,10.1,"5"
"1569",0.56,0.13,0.59,9.2,"5"
"1570",0.51,0.14,0.57,11.5,"6"
"1571",0.36,0.53,0.93,12.4,"6"
"1572",0.38,0.14,0.65,11.1,"6"
"1573",0.69,0.32,0.51,9.5,"5"
"1574",0.58,0.2,0.67,12.5,"6"
"1575",0.31,0.78,0.48,10.5,"6"
"1576",0.52,0.4,0.64,11.8,"6"
"1577",0.3,0.63,0.78,10.8,"6"
"1578",0.7,0.15,0.6,11.9,"6"
"1579",0.67,0.15,0.67,11.3,"6"
"1580",0.56,0.09,0.6,11.3,"5"
"1581",0.35,0.33,0.6,11.9,"6"
"1582",0.56,0.09,0.6,11.3,"5"
"1583",0.715,0.1,0.5,11.9,"5"
"1584",0.46,0.29,0.62,9.8,"5"
"1585",0.32,0.44,0.8,11.6,"7"
"1586",0.39,0.44,0.84,11.5,"6"
"1587",0.31,0.41,0.85,11.4,"6"
"1588",0.61,0.11,0.66,10.9,"6"
"1589",0.66,0.33,0.78,12.8,"6"
"1590",0.725,0.2,0.54,9.2,"5"
"1591",0.55,0.15,0.82,11.6,"6"
"1592",0.74,0.09,0.56,11.6,"6"
"1593",0.51,0.13,0.75,11,"6"
"1594",0.62,0.08,0.82,9.5,"6"
"1595",0.6,0.08,0.58,10.5,"5"
"1596",0.55,0.1,0.76,11.2,"6"
"1597",0.51,0.13,0.75,11,"6"
"1598",0.645,0.12,0.71,10.2,"5"
"1599",0.31,0.47,0.66,11,"6"
